Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*
1/10/2023;CARNES;Carne de res, chatas;Cúcuta, La Nueva Sexta;36.417
1/07/2023;PROCESADOS;Gelatina;Cali, Siloé;36.409
1/05/2023;PROCESADOS;Gelatina;Santa Marta (Magdalena);36.403
1/02/2023;PROCESADOS;Café molido;Armenia, Mercar;36.400
1/09/2023;CARNES;Carne de res, lomo fino;Villavicencio, CAV;36.375
1/08/2023;PROCESADOS;Gelatina;Cúcuta, Cenabastos;36.359
1/10/2023;PESCADOS;Calamar anillos;Bogotá, D.C., Corabastos;36.354
1/09/2023;PROCESADOS;Gelatina;Palmira (Valle del Cauca);36.349
1/05/2023;PROCESADOS;Fécula de maíz;Cartagena, Bazurto;36.343
1/08/2023;PROCESADOS;Gelatina;Ibagué, Plaza La 21;36.341
1/05/2023;PESCADOS;Camarón tigre precocido seco;Popayán, Plaza de mercado del barrio Bolívar;36.333
1/09/2023;CARNES;Carne de res, chatas;Cúcuta, La Nueva Sexta;36.333
1/09/2023;CARNES;Carne de res, punta de anca;Popayán, Plaza de mercado del barrio Bolívar;36.333
1/01/2023;PROCESADOS;Lomitos de atún en lata;Pereira, Mercasa;36.328
1/02/2023;PROCESADOS;Lomitos de atún en lata;Pereira, Mercasa;36.328
1/03/2023;PROCESADOS;Lomitos de atún en lata;Pereira, Mercasa;36.328
1/07/2023;PROCESADOS;Gelatina;Palmira (Valle del Cauca);36.321
1/06/2023;PROCESADOS;Gelatina;Cali, Siloé;36.310
1/12/2023;PROCESADOS;Gelatina;Pamplona (Norte de Santander);36.310
1/11/2023;PESCADOS;Camarón tití precocido seco;Armenia, Mercar;36.300
1/04/2023;PROCESADOS;Café molido;Sincelejo, Nuevo Mercado;36.294
1/07/2023;PROCESADOS;Gelatina;Manizales, Centro Galerías;36.280
1/11/2023;PROCESADOS;Chocolate instantáneo;Bogotá, D.C., Plaza Las Flores;36.271
1/10/2023;PROCESADOS;Gelatina;Cali, Santa Elena;36.270
1/03/2023;PROCESADOS;Café molido;Sincelejo, Nuevo Mercado;36.252
1/01/2023;CARNES;Carne de res, lomo fino;Popayán, Plaza de mercado del barrio Bolívar;36.250
1/07/2023;CARNES;Carne de res, chatas;Popayán, Plaza de mercado del barrio Bolívar;36.250
1/08/2023;CARNES;Carne de res, punta de anca;Popayán, Plaza de mercado del barrio Bolívar;36.250
1/09/2023;PROCESADOS;Gelatina;Bogotá, D.C., Plaza España;36.217
1/07/2023;PROCESADOS;Gelatina;Bucaramanga, Centroabastos;36.210
1/07/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Corabastos;36.208
1/12/2023;LACTEOS Y HUEVOS;Leche en polvo;Pasto, El Potrerillo;36.207
1/11/2023;PROCESADOS;Jugo instantáneo (sobre);Bogotá, D.C., Paloquemao;36.198
1/05/2023;PESCADOS;Pargo rojo entero congelado;Tuluá (Valle del Cauca);36.188
1/01/2023;PESCADOS;Camarón tigre precocido seco;Popayán, Plaza de mercado del barrio Bolívar;36.183
1/08/2023;PROCESADOS;Gelatina;Valledupar, Mercado Nuevo;36.171
1/05/2023;CARNES;Carne de res, chatas;Popayán, Plaza de mercado del barrio Bolívar;36.167
1/10/2023;CARNES;Carne de res, lomo fino;Valledupar, Mercado Nuevo;36.167
1/12/2023;CARNES;Carne de res, lomo fino;Valledupar, Mercado Nuevo;36.167
1/08/2023;PROCESADOS;Gelatina;Pamplona (Norte de Santander);36.161
1/01/2023;PROCESADOS;Café molido;Sincelejo, Nuevo Mercado;36.158
1/02/2023;PROCESADOS;Café molido;Sincelejo, Nuevo Mercado;36.155
1/09/2023;PROCESADOS;Gelatina;Cúcuta, Cenabastos;36.151
1/11/2023;PESCADOS;Bagre rayado en postas congelado;Medellín, Central Mayorista de Antioquia;36.150
1/05/2023;CARNES;Carne de res, lomo fino;Valledupar, Mercado Nuevo;36.133
1/09/2023;PROCESADOS;Gelatina;Cúcuta, La Nueva Sexta;36.131
1/11/2023;PROCESADOS;Gelatina;Sincelejo, Nuevo Mercado;36.130
1/05/2023;PROCESADOS;Café molido;Sincelejo, Nuevo Mercado;36.127
1/09/2023;PESCADOS;Camarón tití precocido seco;Bogotá, D.C., Corabastos;36.125
1/08/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Plaza Las Flores;36.100
1/10/2023;PROCESADOS;Café molido;Sincelejo, Nuevo Mercado;36.092
1/11/2023;PROCESADOS;Café molido;Sincelejo, Nuevo Mercado;36.092
1/09/2023;PROCESADOS;Café molido;Sincelejo, Nuevo Mercado;36.090
1/07/2023;PROCESADOS;Gelatina;Cúcuta, Cenabastos;36.086
1/04/2023;CARNES;Carne de res, chatas;Popayán, Plaza de mercado del barrio Bolívar;36.083
1/04/2023;LACTEOS Y HUEVOS;Leche en polvo;Pasto, El Potrerillo;36.074
1/10/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Corabastos;36.073
1/11/2023;CARNES;Carne de res, lomo fino;Valledupar, Mercado Nuevo;36.067
1/05/2023;PESCADOS;Bagre rayado en postas congelado;Medellín, Central Mayorista de Antioquia;36.063
1/10/2023;PROCESADOS;Gelatina;Cúcuta, La Nueva Sexta;36.062
1/08/2023;PROCESADOS;Café molido;Sincelejo, Nuevo Mercado;36.057
1/12/2023;PROCESADOS;Café molido;Sincelejo, Nuevo Mercado;36.051
1/11/2023;PROCESADOS;Gelatina;Palmira (Valle del Cauca);36.049
1/11/2023;PESCADOS;Camarón tití precocido seco;Bogotá, D.C., Corabastos;36.033
1/06/2023;CARNES;Carne de res, punta de anca;Palmira (Valle del Cauca);36.031
1/05/2023;PROCESADOS;Lomitos de atún en lata;"Medellín, Plaza Minorista ""José María Villa""";36.022
1/07/2023;PROCESADOS;Gelatina;Villavicencio, CAV;36.022
1/02/2023;CARNES;Carne de res, lomo fino;Pereira, La 41;36.000
1/06/2023;CARNES;Carne de res, lomo fino;Pereira, La 41;36.000
1/08/2023;CARNES;Carne de res, lomo fino;Pereira, La 41;36.000
1/09/2023;CARNES;Carne de res, lomo fino;Valledupar, Mercado Nuevo;36.000
1/07/2023;PROCESADOS;Café molido;Sincelejo, Nuevo Mercado;35.991
1/06/2023;PROCESADOS;Lomitos de atún en lata;"Medellín, Plaza Minorista ""José María Villa""";35.980
1/08/2023;PESCADOS;Pargo rojo entero congelado;Tuluá (Valle del Cauca);35.980
1/09/2023;PESCADOS;Pargo rojo entero congelado;Tuluá (Valle del Cauca);35.975
1/05/2023;LACTEOS Y HUEVOS;Leche en polvo;Pasto, El Potrerillo;35.970
1/02/2023;PESCADOS;Camarón tití precocido seco;Bogotá, D.C., Corabastos;35.958
1/07/2023;PROCESADOS;Lomitos de atún en lata;"Medellín, Plaza Minorista ""José María Villa""";35.946
1/06/2023;PROCESADOS;Café molido;Sincelejo, Nuevo Mercado;35.944
1/06/2023;PROCESADOS;Jugo instantáneo (sobre);Bogotá, D.C., Paloquemao;35.926
1/06/2023;PROCESADOS;Gelatina;Bogotá, D.C., Plaza España;35.921
1/02/2023;CARNES;Carne de res, lomo fino;Valledupar, Mercado Nuevo;35.917
1/07/2023;CARNES;Carne de res, punta de anca;Popayán, Plaza de mercado del barrio Bolívar;35.917
1/10/2023;CARNES;Carne de res, lomo fino;Cúcuta, La Nueva Sexta;35.917
1/11/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Corabastos;35.917
1/04/2023;PROCESADOS;Gelatina;Barranquilla, Barranquillita;35.901
1/09/2023;PROCESADOS;Lomitos de atún en lata;Armenia, Mercar;35.893
1/09/2023;CARNES;Carne de res, chatas;Malambo (Atlántico), Carnes y carnes;35.875
1/12/2023;PESCADOS;Camarón tití precocido seco;Bogotá, D.C., Corabastos;35.875
1/09/2023;LACTEOS Y HUEVOS;Leche en polvo;Pasto, El Potrerillo;35.874
1/08/2023;CARNES;Carne de res, chatas;Cúcuta, La Nueva Sexta;35.867
1/08/2023;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);35.867
1/10/2023;PROCESADOS;Gelatina;Sincelejo, Nuevo Mercado;35.867
1/12/2023;PROCESADOS;Chocolate instantáneo;Bogotá, D.C., Plaza Las Flores;35.865
1/06/2023;PESCADOS;Bagre rayado en postas congelado;Medellín, Central Mayorista de Antioquia;35.855
1/10/2023;PESCADOS;Pargo rojo entero congelado;Tuluá (Valle del Cauca);35.850
1/08/2023;PROCESADOS;Gelatina;Villavicencio, CAV;35.849
1/06/2023;PROCESADOS;Gelatina;Barranquilla, Granabastos;35.848
1/02/2023;CARNES;Carne de res, chatas;Popayán, Plaza de mercado del barrio Bolívar;35.833
1/04/2023;CARNES;Carne de res, lomo fino;Valledupar, Mercado Nuevo;35.833
1/10/2023;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);35.833
1/08/2023;PROCESADOS;Gelatina;Sincelejo, Nuevo Mercado;35.826
1/01/2023;PESCADOS;Bagre rayado en postas congelado;Medellín, Central Mayorista de Antioquia;35.825
1/02/2023;LACTEOS Y HUEVOS;Leche en polvo;Popayán, Plaza de mercado del barrio Bolívar;35.823
1/03/2023;LACTEOS Y HUEVOS;Leche en polvo;Pasto, El Potrerillo;35.822
1/12/2023;PROCESADOS;Gelatina;Palmira (Valle del Cauca);35.804
1/02/2023;PESCADOS;Bagre rayado en postas congelado;Medellín, Central Mayorista de Antioquia;35.800
1/06/2023;CARNES;Carne de res, chatas;Popayán, Plaza de mercado del barrio Bolívar;35.800
1/08/2023;PESCADOS;Pargo rojo entero congelado;Armenia, Mercar;35.800
1/12/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Corabastos;35.798
1/12/2023;PROCESADOS;Jugo instantáneo (sobre);Bogotá, D.C., Paloquemao;35.787
1/02/2023;PESCADOS;Camarón tigre precocido seco;Popayán, Plaza de mercado del barrio Bolívar;35.783
1/06/2023;PESCADOS;Camarón tigre precocido seco;Popayán, Plaza de mercado del barrio Bolívar;35.773
1/07/2023;PROCESADOS;Lomitos de atún en lata;Medellín, Central Mayorista de Antioquia;35.770
1/01/2023;PESCADOS;Pargo rojo entero congelado;Tuluá (Valle del Cauca);35.750
1/05/2023;CARNES;Carne de res, punta de anca;Popayán, Plaza de mercado del barrio Bolívar;35.750
1/07/2023;CARNES;Carne de res, lomo fino;Pereira, La 41;35.750
1/10/2023;CARNES;Carne de res, chatas;Cúcuta, Cenabastos;35.750
1/11/2023;CARNES;Carne de res, lomo fino;Pereira, La 41;35.750
1/12/2023;CARNES;Carne de res, lomo fino;Cúcuta, La Nueva Sexta;35.750
1/12/2023;CARNES;Carne de res, lomo fino;Pereira, La 41;35.750
1/01/2023;PESCADOS;Róbalo, filete congelado;Tuluá (Valle del Cauca);35.738
1/09/2023;CARNES;Carne de res, chatas;Palmira (Valle del Cauca);35.738
1/10/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Paloquemao;35.725
1/08/2023;PROCESADOS;Gelatina;Cali, Santa Elena;35.714
1/09/2023;PROCESADOS;Gelatina;Cali, La Floresta;35.714
1/09/2023;PROCESADOS;Gelatina;Cali, Santa Elena;35.714
1/10/2023;PROCESADOS;Gelatina;Cúcuta, Cenabastos;35.714
1/06/2023;PROCESADOS;Gelatina;Villavicencio, CAV;35.706
1/07/2023;LACTEOS Y HUEVOS;Leche en polvo;Pasto, El Potrerillo;35.704
1/10/2023;PROCESADOS;Jugo instantáneo (sobre);Bogotá, D.C., Paloquemao;35.704
1/08/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Corabastos;35.703
1/11/2023;LACTEOS Y HUEVOS;Leche en polvo;Pasto, El Potrerillo;35.690
1/07/2023;PROCESADOS;Gelatina;Bogotá, D.C., Plaza España;35.674
1/04/2023;PROCESADOS;Lomitos de atún en lata;"Medellín, Plaza Minorista ""José María Villa""";35.668
1/02/2023;PESCADOS;Calamar anillos;Bogotá, D.C., Corabastos;35.667
1/03/2023;CARNES;Carne de res, lomo fino;Pereira, La 41;35.667
1/05/2023;PROCESADOS;Gelatina;Bucaramanga, Mercados del centro;35.667
1/06/2023;CARNES;Carne de res, punta de anca;Popayán, Plaza de mercado del barrio Bolívar;35.667
1/09/2023;CARNES;Carne de res, lomo fino;Cúcuta, Cenabastos;35.667
1/12/2023;PROCESADOS;Jugo instantáneo (sobre);Cali, Siloé;35.648
1/10/2023;PROCESADOS;Gelatina;Ibagué, Plaza La 21;35.625
1/09/2023;PROCESADOS;Gelatina;Villavicencio, CAV;35.620
1/05/2023;CARNES;Carne de res, lomo fino;Ibagué, Plaza La 21;35.600
1/03/2023;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Centroabastos;35.597
1/05/2023;PROCESADOS;Gelatina;Cali, La Floresta;35.595
1/07/2023;CARNES;Carne de res, punta de anca;Palmira (Valle del Cauca);35.594
1/09/2023;PROCESADOS;Gelatina;Sincelejo, Nuevo Mercado;35.593
1/04/2023;PROCESADOS;Lomitos de atún en lata;Montería, Mercado del Sur;35.588
1/08/2023;PESCADOS;Bagre rayado en postas congelado;Medellín, Central Mayorista de Antioquia;35.565
1/10/2023;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Centroabastos;35.558
1/08/2023;LACTEOS Y HUEVOS;Leche en polvo;Pasto, El Potrerillo;35.556
1/12/2023;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Centroabastos;35.554
1/05/2023;PROCESADOS;Gelatina;Neiva, Surabastos;35.550
1/08/2023;PESCADOS;Camarón tigre precocido seco;Popayán, Plaza de mercado del barrio Bolívar;35.550
1/08/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Paloquemao;35.542
1/07/2023;PROCESADOS;Gelatina;Pereira, Mercasa;35.537
1/03/2023;CARNES;Carne de res, chatas;Popayán, Plaza de mercado del barrio Bolívar;35.533
1/08/2023;PESCADOS;Camarón tití precocido seco;Bogotá, D.C., Corabastos;35.525
1/07/2023;PESCADOS;Camarón tigre precocido seco;Popayán, Plaza de mercado del barrio Bolívar;35.517
1/06/2023;PROCESADOS;Gelatina;Bucaramanga, Mercados del centro;35.506
1/01/2023;CARNES;Carne de res, chatas;Popayán, Plaza de mercado del barrio Bolívar;35.500
1/01/2023;PROCESADOS;Café molido;Armenia, Mercar;35.500
1/09/2023;CARNES;Carne de res, lomo fino;Pereira, La 41;35.500
1/10/2023;CARNES;Carne de res, lomo fino;Cúcuta, Cenabastos;35.500
1/12/2023;PESCADOS;Pargo rojo platero;Buenaventura (Valle del Cauca);35.500
1/12/2023;PESCADOS;Calamar anillos;Bogotá, D.C., Paloquemao;35.490
1/06/2023;PROCESADOS;Gelatina;Palmira (Valle del Cauca);35.471
1/05/2023;CARNES;Carne de res, lomo fino;Pereira, La 41;35.467
1/06/2023;PROCESADOS;Chocolate instantáneo;Bogotá, D.C., Plaza Las Flores;35.458
1/06/2023;PROCESADOS;Gelatina;Cartago (Valle del Cauca);35.444
1/03/2023;PESCADOS;Camarón tigre precocido seco;Tuluá (Valle del Cauca);35.440
1/10/2023;LACTEOS Y HUEVOS;Leche en polvo;Pasto, El Potrerillo;35.437
1/03/2023;PESCADOS;Calamar anillos;Cali, Santa Elena;35.417
1/08/2023;PROCESADOS;Gelatina;Cali, La Floresta;35.417
1/09/2023;CARNES;Carne de res, lomo fino;Cúcuta, La Nueva Sexta;35.417
1/12/2023;CARNES;Carne de res, chatas;Cúcuta, Cenabastos;35.417
1/05/2023;PROCESADOS;Lomitos de atún en lata;Montería, Mercado del Sur;35.412
1/12/2023;PESCADOS;Bagre rayado en postas congelado;Medellín, Central Mayorista de Antioquia;35.406
1/06/2023;LACTEOS Y HUEVOS;Leche en polvo;Pasto, El Potrerillo;35.393
1/04/2023;CARNES;Carne de res, lomo fino;Pereira, La 41;35.333
1/04/2023;CARNES;Carne de res, punta de anca;Popayán, Plaza de mercado del barrio Bolívar;35.333
1/04/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Paloquemao;35.333
1/07/2023;CARNES;Carne de res, chatas;Cúcuta, La Nueva Sexta;35.333
1/11/2023;CARNES;Carne de res, chatas;Cúcuta, Cenabastos;35.333
1/02/2023;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Centroabastos;35.320
1/03/2023;PROCESADOS;Gelatina;Cali, Santa Elena;35.317
1/06/2023;PROCESADOS;Gelatina;Cali, Santa Elena;35.317
1/04/2023;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Centroabastos;35.313
1/05/2023;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Centroabastos;35.313
1/09/2023;CARNES;Carne de res, punta de anca;Palmira (Valle del Cauca);35.313
1/07/2023;PROCESADOS;Gelatina;Cartago (Valle del Cauca);35.305
1/03/2023;PESCADOS;Bagre rayado en postas congelado;Armenia, Mercar;35.300
1/08/2023;PESCADOS;Camarón tigre precocido seco;Tuluá (Valle del Cauca);35.300
1/01/2023;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Centroabastos;35.292
1/06/2023;PESCADOS;Camarón tití precocido seco;Bogotá, D.C., Corabastos;35.292
1/05/2023;PROCESADOS;Jugo instantáneo (sobre);Bogotá, D.C., Paloquemao;35.278
1/07/2023;PROCESADOS;Gelatina;Cali, La Floresta;35.278
1/04/2023;PROCESADOS;Gelatina;Palmira (Valle del Cauca);35.277
1/04/2023;PROCESADOS;Gelatina;Cali, Siloé;35.268
1/07/2023;PROCESADOS;Gelatina;Sincelejo, Nuevo Mercado;35.268
1/06/2023;PROCESADOS;Gelatina;Bucaramanga, Centroabastos;35.263
1/07/2023;PROCESADOS;Gelatina;Bucaramanga, Mercados del centro;35.260
1/04/2023;PESCADOS;Calamar anillos;Bogotá, D.C., Corabastos;35.254
1/05/2023;CARNES;Carne de res, lomo fino;Cúcuta, La Nueva Sexta;35.250
1/05/2023;PROCESADOS;Café molido;Neiva, Surabastos;35.245
1/11/2023;PROCESADOS;Café molido;Florencia (Caquetá);35.229
1/04/2023;PROCESADOS;Gelatina;Cali, Santa Elena;35.218
1/07/2023;PROCESADOS;Gelatina;Cali, Santa Elena;35.218
1/07/2023;PESCADOS;Bagre rayado en postas congelado;Medellín, Central Mayorista de Antioquia;35.213
1/09/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Corabastos;35.208
1/02/2023;CARNES;Carne de res, chatas;Malambo (Atlántico), Carnes y carnes;35.200
1/06/2023;CARNES;Carne de res, chatas;Cúcuta, La Nueva Sexta;35.200
1/08/2023;CARNES;Carne de res, chatas;Cúcuta, Cenabastos;35.200
1/10/2023;CARNES;Carne de res, lomo fino;Pereira, La 41;35.200
1/01/2023;PROCESADOS;Café molido;Neiva, Surabastos;35.193
1/11/2023;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Centroabastos;35.171
1/06/2023;CARNES;Carne de res, lomo fino;Valledupar, Mercado Nuevo;35.167
1/09/2023;CARNES;Carne de res, chatas;Cúcuta, Cenabastos;35.167
1/08/2023;PROCESADOS;Gelatina;Bogotá, D.C., Corabastos;35.165
1/06/2023;PROCESADOS;Jugo instantáneo (sobre);Bogotá, D.C., Corabastos;35.160
1/07/2023;PROCESADOS;Gelatina;Bogotá, D.C., Corabastos;35.159
1/12/2023;PROCESADOS;Café molido;Florencia (Caquetá);35.150
1/12/2023;PROCESADOS;Jugo instantáneo (sobre);Armenia, Mercar;35.139
1/10/2023;PROCESADOS;Chocolate instantáneo;Bogotá, D.C., Plaza Las Flores;35.125
1/04/2023;PESCADOS;Bagre rayado en postas congelado;Medellín, Central Mayorista de Antioquia;35.119
1/06/2023;PROCESADOS;Gelatina;Cali, La Floresta;35.119
1/07/2023;PROCESADOS;Gelatina;Valledupar, Mercado Nuevo;35.119
1/02/2023;PROCESADOS;Lomitos de atún en lata;"Medellín, Plaza Minorista ""José María Villa""";35.118
1/03/2023;PROCESADOS;Café molido;Neiva, Surabastos;35.113
1/09/2023;PESCADOS;Camarón tigre precocido seco;Bogotá, D.C., Paloquemao;35.104
1/07/2023;PROCESADOS;Café molido;Bogotá, D.C., Paloquemao;35.100
1/08/2023;CARNES;Carne de res, lomo fino;Cúcuta, La Nueva Sexta;35.100
1/04/2023;PROCESADOS;Gelatina;Cartago (Valle del Cauca);35.084
1/01/2023;CARNES;Carne de res, lomo fino;Valledupar, Mercado Nuevo;35.083
1/05/2023;CARNES;Carne de res, chatas;Cúcuta, Cenabastos;35.083
1/05/2023;CARNES;Carne de res, lomo fino;Cúcuta, Cenabastos;35.083
1/09/2023;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Centroabastos;35.078
1/08/2023;CARNES;Carne de res, punta de anca;Palmira (Valle del Cauca);35.075
1/08/2023;PROCESADOS;Chocolate instantáneo;Bogotá, D.C., Plaza Las Flores;35.075
1/10/2023;PROCESADOS;Café molido;Bogotá, D.C., Paloquemao;35.070
1/03/2023;CARNES;Carne de res, chatas;Cúcuta, La Nueva Sexta;35.067
1/03/2023;CARNES;Carne de res, lomo fino;Cúcuta, La Nueva Sexta;35.067
1/03/2023;CARNES;Carne de res, lomo fino;Valledupar, Mercado Nuevo;35.067
1/06/2023;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Centroabastos;35.065
1/10/2023;PESCADOS;Camarón tití precocido seco;Bogotá, D.C., Corabastos;35.063
1/12/2023;PROCESADOS;Café molido;Neiva, Surabastos;35.063
1/03/2023;CARNES;Carne de res, bota;Bucaramanga, Frigoríficos;35.050
1/04/2023;CARNES;Carne de res, bota;Bucaramanga, Frigoríficos;35.050
1/05/2023;CARNES;Carne de res, bota;Bucaramanga, Frigoríficos;35.050
1/06/2023;CARNES;Carne de res, bota;Bucaramanga, Frigoríficos;35.050
1/07/2023;CARNES;Carne de res, bota;Bucaramanga, Frigoríficos;35.050
1/06/2023;PROCESADOS;Café molido;Neiva, Surabastos;35.038
1/05/2023;PROCESADOS;Gelatina;Tuluá (Valle del Cauca);35.037
1/07/2023;PROCESADOS;Café molido;Neiva, Surabastos;35.031
1/04/2023;PROCESADOS;Gelatina;Cúcuta, Cenabastos;35.020
1/10/2023;PROCESADOS;Gelatina;Bogotá, D.C., Corabastos;35.009
1/12/2023;PROCESADOS;Gelatina;"Medellín, Plaza Minorista ""José María Villa""";35.004
1/01/2023;CARNES;Carne de res, punta de anca;Popayán, Plaza de mercado del barrio Bolívar;35.000
1/01/2023;PESCADOS;Bagre rayado en postas congelado;Armenia, Mercar;35.000
1/02/2023;CARNES;Carne de res, lomo fino;Cúcuta, La Nueva Sexta;35.000
1/05/2023;CARNES;Carne de res, chatas;Cúcuta, La Nueva Sexta;35.000
1/05/2023;PROCESADOS;Gelatina;Cali, Santa Elena;35.000
1/07/2023;CARNES;Carne de res, lomo fino;Cúcuta, La Nueva Sexta;35.000
1/08/2023;CARNES;Carne de res, punta de anca;Cúcuta, La Nueva Sexta;35.000
1/08/2023;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Centroabastos;35.000
1/12/2023;CARNES;Carne de res, chatas;Cúcuta, La Nueva Sexta;35.000
1/12/2023;CARNES;Carne de res, lomo fino;Cúcuta, Cenabastos;35.000
1/11/2023;PROCESADOS;Gelatina;Bogotá, D.C., Corabastos;34.985
1/07/2023;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Centroabastos;34.970
1/05/2023;PROCESADOS;Gelatina;Barranquilla, Granabastos;34.949
1/07/2023;PROCESADOS;Gelatina;Ibagué, Plaza La 21;34.940
1/01/2023;PESCADOS;Camarón tigre precocido seco;Cali, Galería Alameda;34.933
1/03/2023;CARNES;Carne de res, punta de anca;Popayán, Plaza de mercado del barrio Bolívar;34.933
1/08/2023;CARNES;Carne de res, lomo fino;Cúcuta, Cenabastos;34.933
1/04/2023;PROCESADOS;Gelatina;Cali, La Floresta;34.921
1/12/2023;PESCADOS;Camarón tigre precocido seco;Popayán, Plaza de mercado del barrio Bolívar;34.920
1/01/2023;CARNES;Carne de res, lomo fino;Cúcuta, La Nueva Sexta;34.917
1/02/2023;CARNES;Carne de res, punta de anca;Popayán, Plaza de mercado del barrio Bolívar;34.917
1/05/2023;CARNES;Carne de res, punta de anca;Cúcuta, La Nueva Sexta;34.917
1/04/2023;PROCESADOS;Lomitos de atún en lata;Pereira, Mercasa;34.915
1/04/2023;PESCADOS;Camarón tigre precocido seco;Tuluá (Valle del Cauca);34.913
1/02/2023;PROCESADOS;Gelatina;Cartagena, Bazurto;34.907
1/01/2023;CARNES;Carne de res, bota;Medellín, Central Mayorista de Antioquia;34.900
