Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*
1/01/2023;PROCESADOS;Café instantáneo;Cali, Siloé;184.278
1/12/2023;PROCESADOS;Café instantáneo;Cali, Siloé;182.222
1/02/2023;PROCESADOS;Café instantáneo;Cali, Siloé;180.903
1/11/2023;PROCESADOS;Café instantáneo;Cali, Siloé;180.417
1/05/2023;PROCESADOS;Café instantáneo;Cali, Siloé;178.722
1/06/2023;PROCESADOS;Café instantáneo;Cali, Siloé;178.611
1/07/2023;PROCESADOS;Café instantáneo;Cali, Siloé;178.472
1/12/2023;PROCESADOS;Café instantáneo;Cali, La Floresta;178.472
1/04/2023;PROCESADOS;Café instantáneo;Cali, Siloé;178.194
1/04/2023;PROCESADOS;Café instantáneo;Cali, La Floresta;176.944
1/03/2023;PROCESADOS;Café instantáneo;Cali, Siloé;176.875
1/05/2023;PROCESADOS;Café instantáneo;Cali, La Floresta;176.611
1/07/2023;PROCESADOS;Café instantáneo;Palmira (Valle del Cauca);176.279
1/01/2023;PROCESADOS;Café instantáneo;Cali, La Floresta;176.056
1/06/2023;PROCESADOS;Café instantáneo;Palmira (Valle del Cauca);175.952
1/08/2023;PROCESADOS;Café instantáneo;Palmira (Valle del Cauca);175.801
1/04/2023;PROCESADOS;Café instantáneo;Palmira (Valle del Cauca);175.694
1/05/2023;PROCESADOS;Café instantáneo;Palmira (Valle del Cauca);175.657
1/10/2023;PROCESADOS;Café instantáneo;Cali, Siloé;175.500
1/08/2023;PROCESADOS;Café instantáneo;Cali, Siloé;175.333
1/02/2023;PROCESADOS;Café instantáneo;Palmira (Valle del Cauca);174.967
1/03/2023;PROCESADOS;Café instantáneo;Palmira (Valle del Cauca);174.812
1/01/2023;PROCESADOS;Café instantáneo;Palmira (Valle del Cauca);173.739
1/09/2023;PROCESADOS;Café instantáneo;Cali, Siloé;173.333
1/11/2023;PROCESADOS;Café instantáneo;Cali, La Floresta;173.250
1/06/2023;PROCESADOS;Café instantáneo;Cali, La Floresta;173.125
1/09/2023;PROCESADOS;Café instantáneo;Palmira (Valle del Cauca);172.798
1/07/2023;PROCESADOS;Café instantáneo;Cali, La Floresta;172.778
1/10/2023;PROCESADOS;Café instantáneo;Cali, La Floresta;172.278
1/03/2023;PROCESADOS;Café instantáneo;Cali, La Floresta;170.986
1/08/2023;PROCESADOS;Café instantáneo;Cali, La Floresta;169.583
1/09/2023;PROCESADOS;Café instantáneo;Cali, La Floresta;168.889
1/10/2023;PROCESADOS;Café instantáneo;Palmira (Valle del Cauca);168.608
1/11/2023;PROCESADOS;Café instantáneo;Palmira (Valle del Cauca);167.892
1/02/2023;PROCESADOS;Café instantáneo;Cali, La Floresta;167.431
1/12/2023;PROCESADOS;Café instantáneo;Palmira (Valle del Cauca);166.299
1/05/2023;PROCESADOS;Café instantáneo;Cartago (Valle del Cauca);162.139
1/04/2023;PROCESADOS;Café instantáneo;Cartago (Valle del Cauca);158.799
1/03/2023;PROCESADOS;Café instantáneo;Cartago (Valle del Cauca);158.771
1/02/2023;PROCESADOS;Café instantáneo;Cartago (Valle del Cauca);158.604
1/01/2023;PROCESADOS;Café instantáneo;Cartago (Valle del Cauca);157.178
1/01/2023;PROCESADOS;Café instantáneo;Cali, Santa Elena;156.863
1/02/2023;PROCESADOS;Café instantáneo;Tuluá (Valle del Cauca);156.601
1/10/2023;PROCESADOS;Café instantáneo;Cartago (Valle del Cauca);156.578
1/12/2023;PROCESADOS;Café instantáneo;Tuluá (Valle del Cauca);156.258
1/07/2023;PROCESADOS;Café instantáneo;Cartago (Valle del Cauca);156.226
1/11/2023;PROCESADOS;Café instantáneo;Tuluá (Valle del Cauca);155.669
1/06/2023;PROCESADOS;Café instantáneo;Cartago (Valle del Cauca);154.868
1/12/2023;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);154.826
1/11/2023;PROCESADOS;Café instantáneo;Cali, Santa Elena;154.575
1/10/2023;PROCESADOS;Café instantáneo;Cali, Santa Elena;154.466
1/04/2023;PROCESADOS;Café instantáneo;Tuluá (Valle del Cauca);154.101
1/12/2023;PROCESADOS;Café instantáneo;Cali, Santa Elena;154.074
1/05/2023;PROCESADOS;Café instantáneo;Tuluá (Valle del Cauca);153.951
1/02/2023;PROCESADOS;Café instantáneo;Cali, Santa Elena;153.922
1/03/2023;PROCESADOS;Café instantáneo;Cali, Santa Elena;153.813
1/10/2023;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);153.646
1/12/2023;PROCESADOS;Café instantáneo;Cartago (Valle del Cauca);153.583
1/11/2023;PROCESADOS;Café instantáneo;Cartago (Valle del Cauca);152.972
1/04/2023;PROCESADOS;Café instantáneo;Cali, Santa Elena;152.941
1/11/2023;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);152.838
1/10/2023;PROCESADOS;Café instantáneo;Tuluá (Valle del Cauca);152.544
1/01/2023;PROCESADOS;Café instantáneo;Tuluá (Valle del Cauca);152.287
1/09/2023;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);152.097
1/05/2023;PROCESADOS;Café instantáneo;Cali, Santa Elena;152.070
1/06/2023;PROCESADOS;Café instantáneo;Cali, Santa Elena;152.070
1/07/2023;PROCESADOS;Café instantáneo;Cali, Santa Elena;152.070
1/08/2023;PROCESADOS;Café instantáneo;Cali, Santa Elena;151.721
1/08/2023;PROCESADOS;Café instantáneo;Tuluá (Valle del Cauca);151.577
1/09/2023;PROCESADOS;Café instantáneo;Cali, Santa Elena;151.416
1/03/2023;PROCESADOS;Café instantáneo;Tuluá (Valle del Cauca);151.012
1/03/2023;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);150.986
1/09/2023;PROCESADOS;Café instantáneo;Tuluá (Valle del Cauca);150.964
1/09/2023;PROCESADOS;Café instantáneo;Medellín, Central Mayorista de Antioquia;150.854
1/08/2023;PROCESADOS;Café instantáneo;Cartago (Valle del Cauca);150.522
1/08/2023;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);150.336
1/10/2023;PROCESADOS;Café instantáneo;Medellín, Central Mayorista de Antioquia;150.053
1/08/2023;PROCESADOS;Café instantáneo;Medellín, Central Mayorista de Antioquia;149.974
1/07/2023;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);149.635
1/10/2023;PROCESADOS;Café instantáneo;"Medellín, Plaza Minorista ""José María Villa""";149.583
1/07/2023;PROCESADOS;Café instantáneo;Tuluá (Valle del Cauca);149.486
1/06/2023;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);149.276
1/07/2023;PROCESADOS;Café instantáneo;Medellín, Central Mayorista de Antioquia;149.056
1/08/2023;PROCESADOS;Café instantáneo;"Medellín, Plaza Minorista ""José María Villa""";149.023
1/06/2023;PROCESADOS;Café instantáneo;Tuluá (Valle del Cauca);148.756
1/04/2023;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);148.524
1/05/2023;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);148.523
1/03/2023;PROCESADOS;Café instantáneo;"Medellín, Plaza Minorista ""José María Villa""";148.167
1/02/2023;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);147.958
1/07/2023;PROCESADOS;Café instantáneo;"Medellín, Plaza Minorista ""José María Villa""";147.908
1/09/2023;PROCESADOS;Café instantáneo;"Medellín, Plaza Minorista ""José María Villa""";147.904
1/02/2023;PROCESADOS;Café instantáneo;"Medellín, Plaza Minorista ""José María Villa""";147.896
1/11/2023;PROCESADOS;Café instantáneo;Medellín, Central Mayorista de Antioquia;147.739
1/01/2023;PROCESADOS;Café instantáneo;"Medellín, Plaza Minorista ""José María Villa""";147.463
1/04/2023;PROCESADOS;Café instantáneo;"Medellín, Plaza Minorista ""José María Villa""";147.312
1/05/2023;PROCESADOS;Café instantáneo;"Medellín, Plaza Minorista ""José María Villa""";147.194
1/02/2023;PROCESADOS;Café instantáneo;Medellín, Central Mayorista de Antioquia;146.982
1/01/2023;PROCESADOS;Café instantáneo;Medellín, Central Mayorista de Antioquia;146.814
1/04/2023;PROCESADOS;Café instantáneo;Medellín, Central Mayorista de Antioquia;146.812
1/03/2023;PROCESADOS;Café instantáneo;Medellín, Central Mayorista de Antioquia;146.743
1/09/2023;PROCESADOS;Café instantáneo;Cartago (Valle del Cauca);146.528
1/12/2023;PROCESADOS;Café instantáneo;"Medellín, Plaza Minorista ""José María Villa""";146.422
1/05/2023;PROCESADOS;Café instantáneo;Medellín, Central Mayorista de Antioquia;146.381
1/06/2023;PROCESADOS;Café instantáneo;"Medellín, Plaza Minorista ""José María Villa""";146.248
1/12/2023;PROCESADOS;Café instantáneo;Medellín, Central Mayorista de Antioquia;146.172
1/06/2023;PROCESADOS;Café instantáneo;Medellín, Central Mayorista de Antioquia;145.727
1/01/2023;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca);145.680
1/11/2023;PROCESADOS;Café instantáneo;"Medellín, Plaza Minorista ""José María Villa""";144.382
1/12/2023;PROCESADOS;Café instantáneo;Pamplona (Norte de Santander);138.824
1/11/2023;PROCESADOS;Café instantáneo;Pamplona (Norte de Santander);138.358
1/01/2023;PROCESADOS;Café instantáneo;Valledupar, Mercado Nuevo;136.601
1/02/2023;PROCESADOS;Café instantáneo;Valledupar, Mercado Nuevo;136.479
1/03/2023;PROCESADOS;Café instantáneo;Valledupar, Mercado Nuevo;136.275
1/04/2023;PROCESADOS;Café instantáneo;Valledupar, Mercado Nuevo;136.111
1/11/2023;PROCESADOS;Café instantáneo;Florencia (Caquetá);134.706
1/12/2023;PROCESADOS;Café instantáneo;Florencia (Caquetá);134.069
1/05/2023;PROCESADOS;Café instantáneo;Florencia (Caquetá);132.435
1/07/2023;PROCESADOS;Café instantáneo;Florencia (Caquetá);132.271
1/06/2023;PROCESADOS;Café instantáneo;Florencia (Caquetá);132.255
1/10/2023;PROCESADOS;Café instantáneo;Florencia (Caquetá);132.108
1/01/2023;PROCESADOS;Café instantáneo;Cúcuta, Cenabastos;131.904
1/02/2023;PROCESADOS;Café instantáneo;Cúcuta, Cenabastos;131.781
1/08/2023;PROCESADOS;Café instantáneo;Florencia (Caquetá);131.078
1/04/2023;PROCESADOS;Café instantáneo;Florencia (Caquetá);130.748
1/03/2023;PROCESADOS;Café instantáneo;Florencia (Caquetá);129.892
1/09/2023;PROCESADOS;Café instantáneo;Florencia (Caquetá);129.350
1/10/2023;PROCESADOS;Café instantáneo;Pamplona (Norte de Santander);128.799
1/02/2023;PROCESADOS;Café instantáneo;Florencia (Caquetá);128.333
1/09/2023;PROCESADOS;Café instantáneo;Pamplona (Norte de Santander);128.137
1/04/2023;PROCESADOS;Café instantáneo;Cúcuta, Cenabastos;127.941
1/01/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Plaza España;127.833
1/06/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Plaza España;127.608
1/05/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Plaza España;127.373
1/02/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Plaza España;127.288
1/08/2023;PROCESADOS;Café instantáneo;Pamplona (Norte de Santander);126.961
1/01/2023;PROCESADOS;Café instantáneo;Florencia (Caquetá);126.814
1/01/2023;PROCESADOS;Café instantáneo;Santa Marta (Magdalena);126.723
1/12/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Plaza España;126.405
1/11/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Plaza España;126.122
1/06/2023;PROCESADOS;Café instantáneo;Pamplona (Norte de Santander);126.029
1/07/2023;PROCESADOS;Café instantáneo;Cúcuta, Cenabastos;125.980
1/12/2023;PROCESADOS;Café instantáneo;Cúcuta, Cenabastos;125.899
1/05/2023;PROCESADOS;Café instantáneo;Pamplona (Norte de Santander);125.735
1/08/2023;PROCESADOS;Café instantáneo;Cúcuta, Cenabastos;125.735
1/11/2023;PROCESADOS;Café instantáneo;Cúcuta, Cenabastos;125.654
1/02/2023;PROCESADOS;Café instantáneo;Pamplona (Norte de Santander);125.490
1/10/2023;PROCESADOS;Café instantáneo;Cúcuta, Cenabastos;125.449
1/03/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Plaza España;125.392
1/07/2023;PROCESADOS;Café instantáneo;Cartagena, Bazurto;125.000
1/03/2023;PROCESADOS;Café instantáneo;Pamplona (Norte de Santander);124.771
1/04/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Plaza España;124.658
1/03/2023;PROCESADOS;Café instantáneo;Cúcuta, Cenabastos;124.405
1/09/2023;PROCESADOS;Café instantáneo;Cúcuta, Cenabastos;124.281
1/08/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Plaza España;124.246
1/01/2023;PROCESADOS;Café instantáneo;Pamplona (Norte de Santander);124.175
1/02/2023;PROCESADOS;Café instantáneo;Santa Marta (Magdalena);123.862
1/12/2023;PROCESADOS;Café instantáneo;Santa Marta (Magdalena);123.816
1/01/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Corabastos;123.680
1/09/2023;PROCESADOS;Café instantáneo;Barranquilla, Granabastos;123.665
1/06/2023;PROCESADOS;Café instantáneo;Cúcuta, Cenabastos;123.529
1/08/2023;PROCESADOS;Café instantáneo;Barranquilla, Granabastos;123.382
1/07/2023;PROCESADOS;Café instantáneo;Pamplona (Norte de Santander);123.346
1/11/2023;PROCESADOS;Café instantáneo;Santa Marta (Magdalena);123.213
1/05/2023;PROCESADOS;Café instantáneo;Cartagena, Bazurto;123.137
1/07/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Plaza España;123.131
1/07/2023;PROCESADOS;Café instantáneo;Santa Marta (Magdalena);123.051
1/06/2023;PROCESADOS;Café instantáneo;Santa Marta (Magdalena);123.049
1/03/2023;PROCESADOS;Café instantáneo;Santa Marta (Magdalena);123.043
1/04/2023;PROCESADOS;Café instantáneo;Santa Marta (Magdalena);123.043
1/05/2023;PROCESADOS;Café instantáneo;Santa Marta (Magdalena);123.043
1/12/2023;PROCESADOS;Café instantáneo;Cartagena, Bazurto;123.039
1/04/2023;PROCESADOS;Café instantáneo;Pamplona (Norte de Santander);122.985
1/10/2023;PROCESADOS;Café instantáneo;Santa Marta (Magdalena);122.892
1/08/2023;PROCESADOS;Café instantáneo;Santa Marta (Magdalena);122.867
1/12/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Corabastos;122.813
1/11/2023;PROCESADOS;Café instantáneo;Barranquilla, Granabastos;122.806
1/09/2023;PROCESADOS;Café instantáneo;Santa Marta (Magdalena);122.766
1/08/2023;PROCESADOS;Café instantáneo;Barranquilla, Barranquillita;122.628
1/12/2023;PROCESADOS;Café instantáneo;Barranquilla, Granabastos;122.595
1/05/2023;PROCESADOS;Café instantáneo;Cúcuta, Cenabastos;122.508
1/09/2023;PROCESADOS;Café instantáneo;Barranquilla, Barranquillita;122.472
1/10/2023;PROCESADOS;Café instantáneo;Barranquilla, Granabastos;122.457
1/09/2023;PROCESADOS;Café instantáneo;Cartagena, Bazurto;122.426
1/07/2023;PROCESADOS;Café instantáneo;Barranquilla, Barranquillita;122.422
1/06/2023;PROCESADOS;Café instantáneo;Barranquilla, Barranquillita;122.196
1/06/2023;PROCESADOS;Café instantáneo;Cartagena, Bazurto;122.161
1/06/2023;PROCESADOS;Café instantáneo;Barranquilla, Granabastos;122.034
1/12/2023;PROCESADOS;Café instantáneo;Barranquilla, Barranquillita;121.928
1/05/2023;PROCESADOS;Café instantáneo;Barranquilla, Barranquillita;121.858
1/11/2023;PROCESADOS;Café instantáneo;Barranquilla, Barranquillita;121.850
1/03/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Corabastos;121.822
1/05/2023;PROCESADOS;Café instantáneo;Barranquilla, Granabastos;121.759
1/10/2023;PROCESADOS;Café instantáneo;Barranquilla, Barranquillita;121.707
1/02/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Corabastos;121.691
1/09/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Corabastos;121.597
1/11/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Corabastos;121.560
1/04/2023;PROCESADOS;Café instantáneo;Barranquilla, Barranquillita;121.529
1/02/2023;PROCESADOS;Café instantáneo;Cartagena, Bazurto;121.397
1/04/2023;PROCESADOS;Café instantáneo;Barranquilla, Granabastos;121.299
1/08/2023;PROCESADOS;Café instantáneo;Cartagena, Bazurto;120.882
1/04/2023;PROCESADOS;Café instantáneo;Cartagena, Bazurto;120.874
1/04/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Corabastos;120.482
1/08/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Corabastos;120.344
1/09/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Plaza España;120.251
1/07/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Corabastos;120.027
1/10/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Corabastos;119.535
1/03/2023;PROCESADOS;Café instantáneo;Barranquilla, Barranquillita;119.511
1/07/2023;PROCESADOS;Café instantáneo;Barranquilla, Granabastos;119.257
1/03/2023;PROCESADOS;Café instantáneo;Cartagena, Bazurto;119.229
1/10/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Plaza España;119.219
1/03/2023;PROCESADOS;Café instantáneo;Barranquilla, Granabastos;119.037
1/01/2023;PROCESADOS;Café instantáneo;Cartagena, Bazurto;118.515
1/05/2023;PROCESADOS;Café instantáneo;Bogotá, D.C., Corabastos;118.042
1/01/2023;PROCESADOS;Café instantáneo;Sincelejo, Nuevo Mercado;117.741
1/11/2023;PROCESADOS;Café instantáneo;Cartagena, Bazurto;117.598
1/04/2023;PROCESADOS;Café instantáneo;Sincelejo, Nuevo Mercado;117.469
1/05/2023;PROCESADOS;Café instantáneo;Sincelejo, Nuevo Mercado;117.429
1/07/2023;PROCESADOS;Café instantáneo;Sincelejo, Nuevo Mercado;117.359
1/02/2023;PROCESADOS;Café instantáneo;Sincelejo, Nuevo Mercado;117.290
1/10/2023;PROCESADOS;Café instantáneo;Sincelejo, Nuevo Mercado;117.224
1/03/2023;PROCESADOS;Café instantáneo;Sincelejo, Nuevo Mercado;117.220
1/09/2023;PROCESADOS;Café instantáneo;Sincelejo, Nuevo Mercado;117.215
1/08/2023;PROCESADOS;Café instantáneo;Sincelejo, Nuevo Mercado;117.208
1/06/2023;PROCESADOS;Café instantáneo;Sincelejo, Nuevo Mercado;117.157
1/11/2023;PROCESADOS;Café instantáneo;Sincelejo, Nuevo Mercado;116.789
1/12/2023;PROCESADOS;Café instantáneo;Sincelejo, Nuevo Mercado;116.728
1/02/2023;PROCESADOS;Café instantáneo;Barranquilla, Barranquillita;116.630
1/05/2023;PESCADOS;Langostino U12;Medellín, Central Mayorista de Antioquia;116.050
1/02/2023;PROCESADOS;Café instantáneo;Barranquilla, Granabastos;115.885
1/01/2023;PROCESADOS;Café instantáneo;Barranquilla, Barranquillita;115.705
1/04/2023;PESCADOS;Langostino U12;Medellín, Central Mayorista de Antioquia;115.600
1/11/2023;PROCESADOS;Café instantáneo;Neiva, Surabastos;115.237
1/10/2023;PROCESADOS;Café instantáneo;Cartagena, Bazurto;114.951
1/01/2023;PROCESADOS;Café instantáneo;Barranquilla, Granabastos;114.936
1/05/2023;PROCESADOS;Café instantáneo;Neiva, Surabastos;114.737
1/03/2023;PESCADOS;Langostino U12;Medellín, Central Mayorista de Antioquia;114.705
1/07/2023;PROCESADOS;Café instantáneo;Neiva, Surabastos;114.338
1/06/2023;PROCESADOS;Café instantáneo;Neiva, Surabastos;114.289
1/10/2023;PROCESADOS;Café instantáneo;Neiva, Surabastos;113.531
1/08/2023;PROCESADOS;Café instantáneo;Neiva, Surabastos;113.529
1/09/2023;PROCESADOS;Café instantáneo;Neiva, Surabastos;113.082
1/02/2023;PROCESADOS;Café instantáneo;Neiva, Surabastos;112.745
1/06/2023;PESCADOS;Langostino U12;Medellín, Central Mayorista de Antioquia;112.485
1/04/2023;PROCESADOS;Café instantáneo;Neiva, Surabastos;112.377
1/03/2023;PROCESADOS;Café instantáneo;Neiva, Surabastos;111.936
1/12/2023;PROCESADOS;Café instantáneo;Neiva, Surabastos;111.479
1/01/2023;PROCESADOS;Café instantáneo;Neiva, Surabastos;111.275
1/02/2023;PESCADOS;Langostino U12;Medellín, Central Mayorista de Antioquia;108.156
1/10/2023;PESCADOS;Langostino U12;Medellín, Central Mayorista de Antioquia;108.000
1/11/2023;PESCADOS;Langostino U12;Medellín, Central Mayorista de Antioquia;108.000
1/12/2023;PESCADOS;Langostino U12;Medellín, Central Mayorista de Antioquia;108.000
1/09/2023;PESCADOS;Langostino U12;Medellín, Central Mayorista de Antioquia;107.969
1/01/2023;PESCADOS;Langostino U12;Medellín, Central Mayorista de Antioquia;105.875
1/08/2023;PESCADOS;Langostino U12;Medellín, Central Mayorista de Antioquia;105.160
1/07/2023;PESCADOS;Langostino U12;Medellín, Central Mayorista de Antioquia;104.931
1/05/2023;PESCADOS;Langostino U12;Bogotá, D.C., Paloquemao;89.556
1/02/2023;PESCADOS;Langostino U12;Cali, Galería Alameda;83.333
1/06/2023;PESCADOS;Langostino U12;Cali, Galería Alameda;81.667
1/03/2023;CARNES;Carne de res, lomo fino;Bucaramanga, Frigoríficos;80.900
1/04/2023;CARNES;Carne de res, lomo fino;Bucaramanga, Frigoríficos;80.900
1/05/2023;CARNES;Carne de res, lomo fino;Bucaramanga, Frigoríficos;80.900
1/06/2023;CARNES;Carne de res, lomo fino;Bucaramanga, Frigoríficos;80.900
1/07/2023;CARNES;Carne de res, lomo fino;Bucaramanga, Frigoríficos;80.900
1/08/2023;CARNES;Carne de res, lomo fino;Bucaramanga, Frigoríficos;80.900
1/09/2023;CARNES;Carne de res, lomo fino;Bucaramanga, Frigoríficos;80.900
1/10/2023;CARNES;Carne de res, lomo fino;Bucaramanga, Frigoríficos;80.900
1/11/2023;CARNES;Carne de res, lomo fino;Bucaramanga, Frigoríficos;80.900
1/12/2023;CARNES;Carne de res, lomo fino;Bucaramanga, Frigoríficos;80.900
1/02/2023;CARNES;Carne de res, lomo fino;Bucaramanga, Frigoríficos;80.375
1/05/2023;PESCADOS;Langostino U12;Cali, Galería Alameda;79.467
1/01/2023;CARNES;Carne de res, lomo fino;Bucaramanga, Frigoríficos;79.050
1/01/2023;PESCADOS;Langostino U12;Cali, Galería Alameda;77.333
1/08/2023;PESCADOS;Langostino U12;Cali, Galería Alameda;77.333
1/07/2023;PESCADOS;Langostino U12;Cali, Galería Alameda;77.083
1/11/2023;PESCADOS;Langostino U12;Cali, Galería Alameda;76.250
1/04/2023;PESCADOS;Langostino U12;Cali, Galería Alameda;75.833
1/02/2023;PESCADOS;Salmón, filete congelado;Armenia, Mercar;75.500
1/01/2023;PESCADOS;Salmón, filete congelado;Armenia, Mercar;75.300
1/09/2023;PESCADOS;Langostino U12;Cali, Galería Alameda;74.583
1/04/2023;PESCADOS;Langostino 16-20;Medellín, Central Mayorista de Antioquia;73.406
1/10/2023;PESCADOS;Langostino U12;Cali, Galería Alameda;73.333
1/04/2023;PESCADOS;Salmón, filete congelado;Medellín, Central Mayorista de Antioquia;73.056
1/03/2023;PESCADOS;Salmón, filete congelado;Armenia, Mercar;72.500
1/12/2023;PESCADOS;Langostino U12;Cali, Galería Alameda;71.667
1/05/2023;PESCADOS;Langostino 16-20;Medellín, Central Mayorista de Antioquia;71.344
1/05/2023;PESCADOS;Salmón, filete congelado;Medellín, Central Mayorista de Antioquia;71.150
1/03/2023;PESCADOS;Langostino 16-20;Medellín, Central Mayorista de Antioquia;69.935
1/03/2023;PESCADOS;Salmón, filete congelado;Medellín, Central Mayorista de Antioquia;69.570
1/08/2023;PESCADOS;Salmón, filete congelado;Armenia, Mercar;69.000
1/10/2023;PESCADOS;Langostino 16-20;Bogotá, D.C., Corabastos;69.000
1/02/2023;PESCADOS;Salmón, filete congelado;Medellín, Central Mayorista de Antioquia;68.906
1/01/2023;PESCADOS;Salmón, filete congelado;Medellín, Central Mayorista de Antioquia;68.850
1/03/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Paloquemao;68.800
1/02/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Paloquemao;68.778
1/01/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Paloquemao;67.933
1/06/2023;PESCADOS;Langostino 16-20;Medellín, Central Mayorista de Antioquia;67.850
1/02/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Corabastos;67.667
1/11/2023;PESCADOS;Langostino 16-20;Medellín, Central Mayorista de Antioquia;67.500
1/12/2023;PESCADOS;Langostino 16-20;Medellín, Central Mayorista de Antioquia;67.500
1/04/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Paloquemao;67.417
1/04/2023;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);67.208
1/06/2023;PESCADOS;Salmón, filete congelado;Medellín, Central Mayorista de Antioquia;67.100
1/11/2023;PESCADOS;Salmón, filete congelado;Armenia, Mercar;67.000
1/04/2023;PESCADOS;Salmón, filete congelado;Palmira (Valle del Cauca);66.563
1/01/2023;PESCADOS;Langostino 16-20;Medellín, Central Mayorista de Antioquia;66.500
1/05/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Paloquemao;66.467
1/02/2023;PESCADOS;Langostino 16-20;Medellín, Central Mayorista de Antioquia;66.231
1/10/2023;PESCADOS;Langostino 16-20;Medellín, Central Mayorista de Antioquia;66.000
1/03/2023;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);65.750
1/01/2023;CARNES;Carne de res, lomo fino;Medellín, Central Mayorista de Antioquia;65.675
1/09/2023;PESCADOS;Langostino 16-20;Medellín, Central Mayorista de Antioquia;65.550
1/07/2023;PESCADOS;Langostino 16-20;Medellín, Central Mayorista de Antioquia;65.506
1/03/2023;PESCADOS;Salmón, filete congelado;Palmira (Valle del Cauca);65.344
1/01/2023;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);65.333
1/01/2023;PESCADOS;Salmón, filete congelado;Palmira (Valle del Cauca);65.300
1/08/2023;PESCADOS;Langostino 16-20;Medellín, Central Mayorista de Antioquia;65.180
1/05/2023;PESCADOS;Salmón, filete congelado;Palmira (Valle del Cauca);65.000
1/02/2023;CARNES;Carne de res, lomo fino;Medellín, Central Mayorista de Antioquia;64.894
1/09/2023;PESCADOS;Salmón, filete congelado;Armenia, Mercar;64.875
1/02/2023;PESCADOS;Salmón, filete congelado;Palmira (Valle del Cauca);64.519
1/03/2023;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);64.458
1/06/2023;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);64.417
1/07/2023;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);64.417
1/11/2023;PESCADOS;Langostino 16-20;Cali, Santa Elena;64.333
1/05/2023;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);64.267
1/04/2023;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);64.167
1/06/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Paloquemao;64.167
1/01/2023;PESCADOS;Salmón, filete congelado;Bogotá, D.C., Corabastos;64.133
1/07/2023;PESCADOS;Salmón, filete congelado;Medellín, Central Mayorista de Antioquia;64.094
1/01/2023;PESCADOS;Langostino 16-20;Cali, Santa Elena;64.000
1/12/2023;PESCADOS;Langostino 16-20;Cali, Santa Elena;63.933
1/02/2023;PESCADOS;Corvina, filete congelado nacional;Buenaventura (Valle del Cauca);63.833
1/07/2023;PESCADOS;Salmón, filete congelado;Armenia, Mercar;63.750
1/01/2023;PESCADOS;Langostino 16-20;Buenaventura (Valle del Cauca);63.417
